account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,total_mrr,sub_count,total_usage_count,total_usage_duration,support_ticket_count,avg_ticket_resolution_time,has_churn_event,seniority_months,days_since_last_login,usage_trend_3m,ratio_critical_tickets,avg_resolution_delay,plan_changes_count,mrr_evolution
A-883b7d,Company_313,Cybersecurity,IN,2024-03-28,other,Basic,17,False,False,30524.0,12,644,189514.0,7,25.57,False,9.1,1,1.91,0.71,25.57,0,-786.0
A-dcc3f1,Company_314,HealthTech,US,2023-12-27,event,Pro,21,False,False,12747.0,8,500,137958.0,9,35.67,True,12.2,7,1.95,0.67,35.67,1,-1879.0
A-c62e55,Company_315,EdTech,US,2023-02-08,partner,Basic,1,True,False,11902.0,9,337,87045.0,4,27.5,False,22.7,19,2.94,0.5,27.5,1,-1809.0
A-e4144b,Company_316,EdTech,UK,2024-10-22,other,Pro,41,False,False,35424.0,10,439,133397.0,3,57.0,False,2.3,8,1.5,0.67,57.0,1,-8159.0
A-e40f45,Company_317,HealthTech,US,2024-04-18,organic,Pro,21,False,False,11825.0,7,401,122954.0,7,26.71,True,8.4,2,3.23,0.57,26.71,3,399.0
A-96215d,Company_318,FinTech,US,2024-08-08,event,Enterprise,10,False,False,10312.0,6,347,104442.0,1,25.0,False,4.8,25,0.82,1.0,25.0,1,2351.0
A-2b9d3e,Company_319,EdTech,US,2023-06-04,partner,Enterprise,1,False,False,5142.0,9,444,142589.0,3,34.67,False,18.9,14,1.38,0.67,34.67,1,209.0
A-b7724f,Company_320,HealthTech,UK,2023-03-28,organic,Basic,1,False,False,3222.0,8,380,93251.0,3,28.67,True,21.2,23,0.42,0.33,28.67,0,-608.0
A-310452,Company_321,DevTools,FR,2024-12-25,other,Enterprise,9,False,False,11003.0,5,268,65581.0,5,34.2,True,0.2,36,0.39,0.2,34.2,0,171.0
A-eb1312,Company_322,FinTech,US,2024-09-16,partner,Pro,25,False,False,18147.0,12,663,188047.0,1,68.0,True,3.5,13,1.45,0.0,68.0,1,3626.0
A-df1e44,Company_323,Cybersecurity,UK,2024-02-23,organic,Enterprise,12,False,False,13107.0,11,420,122432.0,2,53.0,True,10.2,22,1.28,0.5,53.0,2,-699.0
A-6a7c9d,Company_324,Cybersecurity,US,2024-10-24,organic,Enterprise,26,False,True,13028.0,5,189,65006.0,3,34.33,True,2.2,13,1.1,0.67,34.33,0,4281.0
A-cbd1a3,Company_325,DevTools,US,2024-11-25,other,Basic,6,False,True,16351.0,10,465,128809.0,4,34.5,False,1.2,10,0.51,0.25,34.5,2,646.0
A-a8d89d,Company_326,EdTech,US,2023-12-08,ads,Pro,13,False,False,29320.0,12,551,170966.0,2,44.5,True,12.8,21,0.53,0.0,44.5,2,-14857.0
A-600734,Company_327,DevTools,US,2023-11-14,organic,Pro,29,True,True,18132.0,13,660,190076.0,7,52.57,False,13.6,5,0.9,0.71,52.57,2,5771.0
A-86fc1d,Company_328,DevTools,UK,2024-07-26,partner,Basic,26,False,False,15181.0,9,363,111108.0,5,27.0,True,5.2,1,2.71,1.0,27.0,3,5572.0
A-78f02b,Company_329,HealthTech,US,2024-11-17,event,Enterprise,11,False,False,15081.0,4,211,62349.0,4,45.75,True,1.4,32,0.86,0.25,45.75,1,1393.0
A-acb7f7,Company_330,EdTech,US,2024-01-06,ads,Basic,32,False,False,32574.0,12,612,176628.0,3,41.0,True,11.8,2,1.79,0.33,41.0,3,6368.0
A-712f1c,Company_331,DevTools,US,2023-12-16,ads,Basic,17,False,True,42999.0,12,631,181302.0,6,41.67,True,12.5,2,0.85,0.5,41.67,2,-8756.0
A-3793ee,Company_332,Cybersecurity,CA,2023-03-21,organic,Enterprise,49,True,False,26705.0,7,352,97381.0,4,43.75,True,21.4,12,0.96,0.25,43.75,2,-9751.0
A-9a532a,Company_333,HealthTech,US,2024-07-06,partner,Enterprise,11,False,False,10945.0,4,185,75595.0,2,57.5,False,5.8,71,0.7,0.5,57.5,0,4378.0
A-2ebb4b,Company_334,HealthTech,US,2023-05-15,ads,Basic,41,False,False,30688.0,10,488,143502.0,2,43.5,True,19.6,16,2.5,0.5,43.5,1,1230.0
A-6843f2,Company_335,HealthTech,CA,2024-12-10,ads,Enterprise,21,False,False,16520.0,9,481,126424.0,2,36.5,False,0.7,35,1.07,0.5,36.5,1,399.0
A-c9bb3e,Company_336,EdTech,US,2024-03-24,ads,Pro,5,False,False,15217.0,10,474,171153.0,7,27.71,True,9.3,60,0.29,0.71,27.71,1,1430.0
A-4814a3,Company_337,Cybersecurity,IN,2024-09-17,event,Basic,87,False,True,87957.0,11,587,168767.0,4,18.75,True,3.4,8,1.28,0.5,18.75,3,17313.0
A-b7b7b7,Company_338,FinTech,US,2024-06-30,event,Basic,24,False,True,28558.0,12,571,166390.0,3,17.0,False,6.0,19,0.51,0.0,17.0,1,-1176.0
A-ccc747,Company_339,HealthTech,FR,2024-01-12,event,Pro,16,False,True,4812.0,6,284,89582.0,4,32.25,True,11.6,23,0.61,0.25,32.25,2,784.0
A-bb3bd4,Company_340,HealthTech,US,2024-01-27,ads,Basic,23,False,False,7452.0,7,315,93609.0,11,32.73,True,11.1,19,0.25,0.45,32.73,2,-4140.0
A-09316c,Company_341,FinTech,AU,2024-09-11,organic,Enterprise,70,False,False,70000.0,11,566,149461.0,4,54.75,True,3.6,4,0.75,0.25,54.75,2,-2100.0
A-96bbc6,Company_342,Cybersecurity,US,2024-05-07,organic,Enterprise,39,False,False,30426.0,8,482,152806.0,3,51.33,True,7.8,5,3.64,0.33,51.33,4,-5850.0
A-bc4d48,Company_343,EdTech,US,2024-06-12,ads,Pro,35,True,False,12390.0,7,321,89391.0,6,41.17,False,6.6,8,0.61,0.67,41.17,1,0.0
A-b30291,Company_344,HealthTech,US,2024-04-05,event,Basic,5,True,True,5375.0,10,519,161097.0,1,16.0,True,8.9,14,0.86,1.0,16.0,0,-95.0
A-cdf020,Company_345,DevTools,AU,2023-08-16,organic,Pro,23,False,False,18072.0,8,379,119522.0,4,29.5,True,16.5,36,0.76,0.5,29.5,2,3058.0
A-e6afc1,Company_346,DevTools,US,2023-02-24,ads,Pro,1,False,False,22582.0,11,679,196287.0,0,0.0,False,22.2,15,0.63,0.0,0,0,-49.0
A-e3bd71,Company_347,Cybersecurity,US,2023-03-25,partner,Basic,31,False,False,41630.0,11,638,187024.0,4,30.25,True,21.3,11,1.54,0.5,30.25,1,0.0
A-b179bf,Company_348,Cybersecurity,IN,2024-10-27,ads,Basic,43,False,False,17931.0,5,398,110855.0,6,24.67,True,2.1,14,0.14,0.67,24.67,0,-8557.0
A-098560,Company_349,DevTools,UK,2023-10-21,ads,Enterprise,1,False,True,12326.0,11,567,174302.0,2,28.0,True,14.4,9,1.15,0.5,28.0,1,4975.0
A-82861f,Company_350,DevTools,UK,2024-04-25,organic,Basic,41,False,False,43633.0,10,462,130873.0,5,24.4,True,8.2,25,0.73,0.4,24.4,0,1475.0
A-94c3cd,Company_351,FinTech,CA,2023-09-20,other,Enterprise,32,False,False,9036.0,6,306,104197.0,4,44.75,False,15.4,20,0.91,0.5,44.75,0,855.0
A-a33200,Company_352,HealthTech,US,2024-09-15,partner,Basic,29,False,False,28913.0,12,517,150997.0,3,36.33,True,3.5,20,1.9,0.33,36.33,1,-343.0
A-034368,Company_353,EdTech,US,2023-11-05,event,Enterprise,19,False,False,11194.0,5,265,80423.0,5,41.2,True,13.9,18,0.58,0.4,41.2,0,-551.0
A-b54c01,Company_354,DevTools,US,2024-09-29,event,Enterprise,29,False,False,3393.0,4,226,64973.0,5,42.6,True,3.1,87,3.0,0.2,42.6,0,1421.0
A-d82ef9,Company_355,EdTech,UK,2024-07-02,other,Basic,26,False,True,14327.0,14,679,194022.0,5,39.8,True,6.0,2,0.51,0.6,39.8,3,5174.0
A-bb2f49,Company_356,Cybersecurity,US,2023-05-28,other,Pro,8,False,False,23990.0,11,618,190070.0,3,22.33,False,19.2,1,1.03,0.67,22.33,3,4165.0
A-1f559b,Company_357,HealthTech,US,2023-09-04,organic,Enterprise,5,True,True,11756.0,10,400,117267.0,5,50.4,True,15.9,40,1.43,0.8,50.4,1,-4586.0
A-5a215a,Company_358,EdTech,FR,2024-01-05,other,Enterprise,87,False,False,130152.0,18,807,271652.0,4,29.5,False,11.9,7,1.58,0.5,29.5,2,4263.0
A-3f9cc0,Company_359,HealthTech,US,2024-06-03,event,Basic,22,False,False,19940.0,7,407,124321.0,5,34.8,True,6.9,11,0.16,0.6,34.8,3,5970.0
A-f9cc74,Company_360,DevTools,FR,2024-10-12,partner,Enterprise,30,True,False,15557.0,10,484,130826.0,6,49.83,False,2.6,0,1.03,0.0,49.83,1,-1007.0
A-ed510f,Company_361,Cybersecurity,IN,2023-01-17,partner,Basic,42,False,False,36162.0,10,493,160744.0,9,44.56,True,23.5,14,2.41,0.44,44.56,2,-8358.0
A-5c9849,Company_362,EdTech,IN,2024-11-03,partner,Basic,19,False,False,36755.0,9,473,151483.0,4,59.5,True,1.9,13,1.33,0.5,59.5,2,570.0
A-a7bd4b,Company_363,Cybersecurity,US,2023-02-15,ads,Enterprise,5,False,False,6268.0,11,576,166772.0,6,36.83,True,22.5,3,0.78,0.67,36.83,2,97.0
A-d4ac0e,Company_364,DevTools,UK,2024-04-20,ads,Basic,18,False,False,27557.0,19,793,245619.0,4,21.0,False,8.4,5,2.08,0.5,21.0,3,-3638.0
A-ffdfd5,Company_365,EdTech,US,2024-04-13,organic,Basic,3,False,True,14322.0,10,529,139609.0,0,0.0,True,8.6,10,1.84,0.0,0,1,171.0
A-0dbdc6,Company_366,Cybersecurity,DE,2023-02-12,other,Pro,30,False,True,28273.0,9,512,155107.0,4,47.0,True,22.6,0,0.76,0.25,47.0,0,-1733.0
A-7cfe77,Company_367,DevTools,US,2024-07-10,ads,Pro,69,False,False,12765.0,5,205,57582.0,7,30.71,True,5.7,0,0.68,0.43,30.71,2,0.0
A-1f0636,Company_368,EdTech,AU,2024-01-01,partner,Pro,105,False,False,94710.0,11,685,212120.0,2,38.5,False,12.0,2,1.93,1.0,38.5,3,1995.0
A-40de06,Company_369,Cybersecurity,US,2023-05-08,event,Enterprise,28,False,True,28862.0,16,902,267400.0,3,40.33,False,19.8,14,1.57,0.33,40.33,3,-4200.0
A-cb5333,Company_370,DevTools,US,2024-03-26,ads,Pro,33,False,False,26256.0,16,796,263767.0,4,30.75,True,9.2,10,1.06,0.5,30.75,1,0.0
A-309e54,Company_371,DevTools,US,2024-12-09,other,Pro,15,False,False,28549.0,11,509,168199.0,5,23.8,True,0.7,14,3.1,0.6,23.8,1,11741.0
A-6e7827,Company_372,DevTools,US,2023-03-26,other,Basic,1,False,False,8344.0,9,419,123307.0,2,51.0,True,21.2,10,0.46,0.0,51.0,3,662.0
A-50bb9f,Company_373,Cybersecurity,US,2024-07-12,organic,Pro,2,False,False,17263.0,8,276,99328.0,7,33.29,True,5.7,8,2.1,0.43,33.29,2,-3487.0
A-5fe118,Company_374,Cybersecurity,US,2024-11-07,other,Enterprise,39,False,False,22290.0,5,233,59902.0,1,19.0,True,1.8,12,2.14,1.0,19.0,0,-1734.0
A-5247b3,Company_375,FinTech,UK,2024-03-12,partner,Pro,16,True,False,11791.0,11,610,177212.0,5,45.8,True,9.7,25,0.48,0.8,45.8,3,157.0
A-f44180,Company_376,Cybersecurity,UK,2023-02-13,event,Pro,9,False,False,28788.0,11,520,164121.0,2,46.5,True,22.6,16,1.48,0.5,46.5,0,686.0
A-c16cf7,Company_377,EdTech,US,2024-10-16,event,Pro,13,True,False,12274.0,10,577,144846.0,3,48.33,True,2.5,3,0.85,0.0,48.33,0,-1349.0
A-d42431,Company_378,FinTech,FR,2024-06-09,ads,Enterprise,22,True,False,21160.0,9,457,133864.0,4,24.25,True,6.7,25,0.6,0.75,24.25,2,0.0
A-6965e1,Company_379,DevTools,US,2024-11-25,organic,Basic,13,False,False,27765.0,12,627,188154.0,3,39.0,True,1.2,3,0.51,0.33,39.0,2,0.0
A-0354fe,Company_380,Cybersecurity,US,2024-10-22,other,Basic,34,False,False,15470.0,7,463,152435.0,4,20.0,True,2.3,0,4.27,0.5,20.0,1,0.0
A-0a62f5,Company_381,FinTech,UK,2024-09-11,partner,Pro,16,False,False,4861.0,4,244,74890.0,2,33.5,True,3.6,41,0.73,1.0,33.5,0,2400.0
A-f5641b,Company_382,EdTech,US,2024-03-30,other,Pro,31,False,False,39120.0,10,438,141649.0,4,47.5,True,9.1,20,1.83,0.75,47.5,1,5580.0
A-b44e3e,Company_383,Cybersecurity,UK,2024-02-12,ads,Basic,40,False,False,43521.0,7,387,114913.0,3,40.0,True,10.6,32,1.18,0.67,40.0,3,0.0
A-3b37d9,Company_384,FinTech,US,2023-01-27,event,Enterprise,23,False,False,19435.0,7,451,128119.0,5,36.0,True,23.1,17,3.42,0.4,36.0,2,-1127.0
A-54d94a,Company_385,Cybersecurity,IN,2023-05-01,event,Basic,27,False,False,12557.0,11,582,174162.0,4,53.75,False,20.0,1,0.68,0.0,53.75,2,0.0
A-7f29a7,Company_386,Cybersecurity,UK,2024-09-18,event,Basic,41,True,False,18860.0,11,619,177209.0,1,24.0,True,3.4,17,0.78,1.0,24.0,0,1230.0
A-089363,Company_387,FinTech,AU,2023-05-06,event,Basic,2,False,False,21104.0,14,628,196491.0,3,35.0,True,19.9,26,1.8,0.33,35.0,2,-209.0
A-524364,Company_388,DevTools,FR,2024-12-31,partner,Enterprise,3,False,False,9552.0,6,237,72569.0,3,47.67,False,0.0,99,0.0,0.67,47.67,0,539.0
A-855a48,Company_389,EdTech,US,2023-12-22,partner,Pro,14,True,False,30376.0,8,448,145908.0,5,39.6,True,12.3,42,0.17,0.8,39.6,1,0.0
A-756192,Company_390,FinTech,IN,2023-06-11,other,Basic,19,False,False,21400.0,10,617,183585.0,3,37.33,False,18.7,2,0.66,0.67,37.33,1,-570.0
A-49b828,Company_391,FinTech,IN,2023-05-05,ads,Pro,6,False,False,31108.0,14,687,187183.0,3,13.67,False,19.9,10,1.47,0.0,13.67,2,162.0
A-c7ffc2,Company_392,Cybersecurity,US,2023-01-27,partner,Pro,30,True,False,36112.0,12,640,200957.0,2,64.0,True,23.1,1,0.81,0.5,64.0,3,5898.0
A-751c58,Company_393,FinTech,UK,2024-07-18,organic,Basic,15,False,False,19597.0,11,574,179405.0,5,39.6,True,5.5,2,1.4,0.0,39.6,4,2205.0
A-72799b,Company_394,DevTools,FR,2023-11-13,event,Enterprise,20,False,True,17315.0,10,550,154998.0,2,33.5,True,13.6,4,2.36,0.5,33.5,3,0.0
A-812c5b,Company_395,DevTools,CA,2024-02-25,organic,Basic,55,False,True,29884.0,13,866,269595.0,4,27.0,True,10.2,3,0.79,0.75,27.0,0,0.0
A-69b156,Company_396,EdTech,US,2023-11-21,other,Pro,7,False,True,14293.0,9,360,102483.0,7,32.0,False,13.3,19,0.47,0.57,32.0,2,2435.0
A-075038,Company_397,HealthTech,UK,2023-05-12,ads,Basic,17,False,False,18909.0,14,743,198728.0,2,43.5,True,19.7,10,0.56,1.0,43.5,1,-35.0
A-940b8b,Company_398,HealthTech,DE,2024-03-19,organic,Basic,1,False,False,9640.0,8,362,121184.0,3,41.33,False,9.4,64,0.19,0.67,41.33,2,-6368.0
A-2d1036,Company_399,FinTech,US,2024-06-14,ads,Pro,69,False,True,64653.0,13,692,181335.0,5,37.8,True,6.6,1,1.23,0.4,37.8,1,10350.0
A-0f6450,Company_400,FinTech,US,2024-12-27,other,Pro,28,True,True,23800.0,11,539,174670.0,8,29.75,True,0.1,53,0.59,0.12,29.75,0,532.0
A-9affe6,Company_401,Cybersecurity,US,2023-03-22,other,Pro,7,False,False,10636.0,11,473,144853.0,3,58.0,True,21.4,0,1.7,0.67,58.0,2,-700.0
A-80eeb6,Company_402,Cybersecurity,UK,2023-05-09,organic,Enterprise,22,False,False,68489.0,16,725,221904.0,4,40.25,True,19.8,8,2.6,0.75,40.25,4,16633.0
A-d4e0d4,Company_403,FinTech,US,2024-10-18,other,Basic,117,False,False,138060.0,10,488,144771.0,4,39.25,False,2.4,27,0.19,0.25,39.25,2,-17550.0
A-c7e58b,Company_404,HealthTech,IN,2023-06-25,other,Pro,3,False,False,5384.0,7,343,105853.0,5,30.6,False,18.2,42,0.37,0.4,30.6,0,57.0
A-016043,Company_405,EdTech,CA,2024-07-31,organic,Basic,4,True,False,16516.0,11,490,132075.0,3,30.33,True,5.0,0,1.06,0.67,30.33,3,1393.0
A-bbe56f,Company_406,HealthTech,US,2023-02-16,ads,Enterprise,21,False,False,6025.0,5,232,60604.0,4,26.25,False,22.5,29,0.96,0.5,26.25,1,-1029.0
A-7c5768,Company_407,HealthTech,UK,2024-03-02,event,Enterprise,3,False,False,3389.0,9,461,142276.0,5,28.8,False,10.0,29,1.57,0.8,28.8,0,-1026.0
A-751bd4,Company_408,Cybersecurity,UK,2024-07-12,partner,Pro,10,False,False,190.0,2,92,32629.0,6,23.17,True,5.7,13,2.31,0.67,23.17,0,190.0
A-4e0e85,Company_409,DevTools,US,2023-09-08,organic,Enterprise,6,False,False,4544.0,8,288,80419.0,2,53.0,True,15.8,3,7.25,0.5,53.0,1,0.0
A-ad3abd,Company_410,FinTech,US,2023-03-03,event,Pro,44,False,False,16896.0,7,296,94866.0,3,13.0,True,22.0,40,1.0,0.67,13.0,0,-1320.0
A-e19ff6,Company_411,Cybersecurity,UK,2023-07-28,partner,Enterprise,1,False,False,4910.0,12,456,144844.0,3,30.67,True,17.1,15,0.71,1.0,30.67,1,-392.0
A-7920cc,Company_412,Cybersecurity,FR,2023-11-23,ads,Pro,39,False,False,52089.0,16,601,177512.0,7,32.86,False,13.3,11,2.16,0.14,32.86,1,10005.0
A-5a92e7,Company_413,HealthTech,US,2024-06-11,ads,Pro,4,False,False,12671.0,19,885,276337.0,7,45.0,True,6.7,7,0.98,0.57,45.0,0,-1372.0
A-fdfc91,Company_414,Cybersecurity,US,2023-05-06,ads,Basic,29,False,False,20612.0,10,564,158143.0,5,28.8,False,19.9,42,0.41,1.0,28.8,1,870.0
A-1e50e0,Company_415,Cybersecurity,DE,2023-02-21,other,Pro,19,True,True,13295.0,5,194,62650.0,2,20.5,True,22.3,21,0.73,1.0,20.5,1,4802.0
A-1e1b80,Company_416,FinTech,CA,2023-09-12,other,Enterprise,50,False,False,48647.0,12,682,209315.0,6,43.0,True,15.6,13,1.28,0.67,43.0,1,1500.0
A-659280,Company_417,FinTech,IN,2023-11-17,event,Enterprise,13,True,True,21450.0,12,613,186122.0,4,8.0,True,13.5,7,1.29,0.0,8.0,2,6169.0
A-f6b2fb,Company_418,DevTools,AU,2024-04-23,event,Basic,23,False,False,23359.0,10,524,158412.0,5,55.0,True,8.3,7,0.51,0.4,55.0,2,8624.0
A-cb6cc6,Company_419,DevTools,US,2023-04-03,ads,Basic,13,True,False,2622.0,7,314,101719.0,3,16.33,False,21.0,10,1.15,0.67,16.33,2,1225.0
A-d62e02,Company_420,Cybersecurity,US,2024-08-20,partner,Pro,6,False,False,21324.0,10,344,126757.0,1,36.0,False,4.4,9,4.3,1.0,36.0,2,-796.0
A-d535f6,Company_421,DevTools,US,2024-09-03,organic,Basic,12,True,True,7415.0,9,477,146053.0,0,0.0,True,3.9,6,0.48,0.0,0,4,-588.0
A-39868b,Company_422,FinTech,AU,2024-03-17,partner,Pro,9,False,False,4194.0,5,305,106292.0,6,39.0,True,9.5,17,1.07,0.33,39.0,1,-1350.0
A-3cc791,Company_423,EdTech,US,2024-01-10,other,Enterprise,6,False,False,8522.0,8,447,149032.0,6,48.33,True,11.7,36,1.69,0.5,48.33,0,-890.0
A-337bc1,Company_424,Cybersecurity,US,2023-07-19,organic,Pro,30,True,False,19379.0,7,425,141115.0,4,32.5,True,17.4,26,1.29,0.5,32.5,4,597.0
A-58b9ff,Company_425,DevTools,IN,2024-05-31,partner,Enterprise,2,False,False,22642.0,13,667,200727.0,2,66.0,True,7.0,12,0.79,0.0,66.0,2,-104.0
A-bf7919,Company_426,HealthTech,US,2024-11-27,organic,Pro,3,False,False,1560.0,6,262,77458.0,2,14.5,True,1.1,39,1.06,0.5,14.5,0,-735.0
A-1d5444,Company_427,Cybersecurity,US,2024-01-18,partner,Basic,24,False,True,30958.0,14,592,182031.0,2,30.0,True,11.4,10,0.8,1.0,30.0,2,-6983.0
A-0f3e88,Company_428,HealthTech,US,2023-07-23,other,Basic,7,False,True,5624.0,11,598,176630.0,3,48.0,True,17.3,2,1.63,0.33,48.0,2,-20.0
A-7641d3,Company_429,EdTech,US,2023-02-16,partner,Pro,8,True,True,12060.0,11,519,164755.0,5,45.2,True,22.5,7,0.69,0.6,45.2,1,2596.0
A-cd458b,Company_430,DevTools,US,2024-06-15,other,Basic,10,True,False,43291.0,15,864,266624.0,5,38.4,True,6.5,0,1.13,0.8,38.4,1,4984.0
A-c16b88,Company_431,HealthTech,US,2023-12-02,event,Enterprise,23,False,False,20338.0,9,457,154959.0,3,48.33,True,13.0,42,0.13,0.67,48.33,2,-665.0
A-59f724,Company_432,HealthTech,US,2023-11-03,other,Enterprise,3,True,False,9773.0,12,696,221691.0,4,19.25,False,13.9,24,0.66,0.75,19.25,2,-198.0
A-87aa7b,Company_433,HealthTech,US,2024-05-16,organic,Pro,24,True,False,22881.0,16,742,210545.0,3,27.33,True,7.5,5,1.6,0.67,27.33,6,1323.0
A-1e6fc3,Company_434,EdTech,FR,2023-12-06,other,Pro,1,False,False,444.0,4,244,85274.0,5,23.8,True,12.8,88,0.24,0.6,23.8,0,46.0
A-39ddf4,Company_435,EdTech,US,2024-12-05,partner,Enterprise,40,False,False,35836.0,9,455,139654.0,5,23.0,True,0.9,16,0.33,0.8,23.0,0,-6000.0
A-34ea2f,Company_436,HealthTech,US,2024-08-15,organic,Enterprise,8,False,True,14583.0,12,550,175157.0,8,35.25,True,4.5,4,1.01,0.38,35.25,3,152.0
A-716841,Company_437,FinTech,US,2024-05-06,other,Pro,45,False,False,26234.0,8,344,111161.0,5,29.8,True,7.9,11,0.59,0.0,29.8,0,-1350.0
A-558c72,Company_438,FinTech,US,2023-06-01,organic,Basic,12,False,False,9171.0,7,296,83537.0,4,64.25,True,19.0,17,1.79,0.5,64.25,1,-2201.0
A-b11cd0,Company_439,DevTools,US,2023-01-20,ads,Pro,26,True,True,4806.0,6,278,85711.0,4,38.5,False,23.4,10,0.95,0.0,38.5,0,1274.0
A-cc1d8d,Company_440,FinTech,US,2024-12-08,other,Pro,5,False,False,8947.0,13,618,204365.0,5,30.2,True,0.8,16,0.74,0.4,30.2,1,-199.0
A-7f4db3,Company_441,FinTech,US,2023-03-05,other,Pro,4,False,False,26276.0,15,844,278000.0,5,16.6,True,21.9,11,1.41,0.4,16.6,1,3092.0
A-db5e9e,Company_442,DevTools,US,2024-11-09,partner,Basic,4,False,False,9251.0,8,586,170855.0,2,66.0,True,1.7,0,0.79,0.0,66.0,1,-2256.0
A-cc102e,Company_443,HealthTech,US,2024-04-15,partner,Enterprise,13,False,False,10063.0,10,394,121564.0,4,33.25,True,8.5,3,2.9,0.25,33.25,1,1950.0
A-82d8a6,Company_444,Cybersecurity,UK,2024-11-28,ads,Basic,5,False,False,27966.0,17,661,198538.0,5,42.2,True,1.1,14,1.16,0.6,42.2,6,13532.0
A-dec005,Company_445,HealthTech,US,2023-10-13,partner,Pro,21,False,False,30744.0,10,475,145213.0,2,59.0,True,14.6,4,1.61,0.5,59.0,1,10746.0
A-5790f4,Company_446,FinTech,UK,2024-12-22,event,Pro,1,True,False,18926.0,6,321,95888.0,4,44.0,True,0.3,22,0.86,0.25,44.0,0,11910.0
A-7c83a1,Company_447,Cybersecurity,US,2024-05-06,partner,Pro,12,False,False,16731.0,12,632,203509.0,4,42.0,True,7.9,0,1.19,0.5,42.0,1,-2352.0
A-297a2d,Company_448,HealthTech,UK,2023-05-05,event,Pro,27,False,False,14373.0,5,244,70412.0,2,32.5,False,19.9,47,2.1,1.0,32.5,3,1791.0
A-4c56c9,Company_449,FinTech,US,2023-12-20,partner,Enterprise,9,False,True,30471.0,13,623,195927.0,5,38.6,True,12.4,23,1.26,0.4,38.6,0,4491.0
A-cbbe12,Company_450,Cybersecurity,DE,2023-03-22,partner,Enterprise,40,False,False,13081.0,6,178,49983.0,6,38.0,False,21.4,29,0.8,0.67,38.0,2,-441.0
A-4a267b,Company_451,FinTech,US,2024-05-05,other,Pro,25,False,False,29687.0,10,498,150984.0,4,16.25,True,7.9,36,1.24,0.5,16.25,2,-750.0
A-bcbe98,Company_452,Cybersecurity,US,2024-07-29,other,Enterprise,46,False,False,21666.0,11,635,173619.0,7,38.29,True,5.1,17,2.03,0.57,38.29,2,0.0
A-427b69,Company_453,FinTech,US,2024-08-23,other,Basic,17,False,False,19958.0,10,698,215804.0,2,31.5,False,4.3,4,1.05,0.5,31.5,0,-882.0
A-0be015,Company_454,FinTech,US,2024-10-15,event,Pro,19,False,False,1178.0,5,297,88205.0,7,40.29,True,2.5,69,0.67,0.57,40.29,0,456.0
A-054577,Company_455,EdTech,UK,2024-04-28,ads,Basic,2,False,False,44601.0,16,833,219747.0,1,46.0,False,8.1,0,6.25,1.0,46.0,2,64.0
A-bc87bc,Company_456,FinTech,US,2024-07-17,event,Pro,3,False,False,12032.0,8,394,135160.0,7,40.57,False,5.5,10,3.0,0.57,40.57,0,247.0
A-0f7d77,Company_457,FinTech,IN,2024-10-28,partner,Pro,3,False,False,2326.0,6,298,93933.0,5,27.2,True,2.1,1,6.33,0.6,27.2,0,425.0
A-e7beab,Company_458,EdTech,DE,2023-10-20,organic,Enterprise,5,False,False,11332.0,7,373,131074.0,6,36.67,True,14.4,79,0.85,0.33,36.67,0,1862.0
A-a09355,Company_459,FinTech,US,2024-08-10,organic,Basic,14,False,False,34140.0,16,788,217064.0,5,32.6,True,4.7,0,1.67,0.6,32.6,1,-4311.0
A-31ab9a,Company_460,FinTech,DE,2024-03-03,organic,Pro,3,False,False,15802.0,7,340,129917.0,7,43.14,True,10.0,30,0.48,0.43,43.14,0,-2985.0
A-0158bb,Company_461,FinTech,DE,2024-05-22,partner,Basic,5,False,False,4070.0,6,364,122051.0,1,32.0,False,7.3,3,0.37,1.0,32.0,1,665.0
A-f19b24,Company_462,Cybersecurity,US,2023-01-10,organic,Pro,29,True,False,2523.0,3,119,46012.0,2,35.5,False,23.7,58,37.0,0.5,35.5,0,870.0
A-798a3f,Company_463,DevTools,FR,2023-10-19,other,Enterprise,12,False,True,14152.0,9,352,105146.0,5,33.0,True,14.4,30,1.69,1.0,33.0,1,2587.0
A-42b791,Company_464,FinTech,AU,2024-05-20,event,Pro,3,False,False,19060.0,7,312,84693.0,3,33.67,False,7.4,11,1.09,0.67,33.67,0,13847.0
A-068fc6,Company_465,EdTech,US,2023-07-17,event,Enterprise,35,False,False,29085.0,10,598,189037.0,5,38.8,False,17.5,2,0.81,0.8,38.8,1,-1715.0
A-6f50ae,Company_466,FinTech,US,2023-09-21,partner,Pro,19,False,True,26608.0,14,811,240012.0,5,31.0,True,15.3,9,1.03,0.4,31.0,1,931.0
A-a2485e,Company_467,FinTech,US,2024-08-04,event,Pro,3,True,False,8775.0,6,317,102647.0,0,0.0,False,4.9,34,2.78,0.0,0,1,2786.0
A-bb1eaa,Company_468,Cybersecurity,US,2024-06-11,organic,Basic,21,False,False,10381.0,5,164,45337.0,6,23.5,True,6.7,45,3.22,0.83,23.5,1,-826.0
A-cc98bc,Company_469,DevTools,US,2023-05-24,ads,Basic,32,False,False,21567.0,10,551,160470.0,3,4.67,False,19.3,7,8.64,0.33,4.67,1,2646.0
